user,pc,Rapid_file_access,Out_of_Working_Hours
396,6891,0,BENIGN
3599,7536,0,BENIGN
4511,2166,0,BENIGN
939,4575,0,BENIGN
1637,3841,0,BENIGN
2725,2870,0,BENIGN
2511,3886,0,BENIGN
4637,1159,1,BENIGN
1650,8243,0,BENIGN
3691,4763,0,BENIGN
3436,2055,0,BENIGN
3202,1333,0,BENIGN
4180,4596,0,BENIGN
4367,8607,0,BENIGN
2292,2362,0,BENIGN
4484,1925,0,BENIGN
214,6519,0,BENIGN
3238,3443,0,BENIGN
3863,4980,0,ANOMALY
59,8260,0,BENIGN
2931,2419,0,BENIGN
4939,1059,0,BENIGN
2972,3524,0,BENIGN
1528,4797,0,BENIGN
123,2578,0,BENIGN
3720,8201,0,BENIGN
1437,1707,0,BENIGN
1163,9165,0,BENIGN
3301,6277,0,BENIGN
3346,2780,0,BENIGN
2487,3413,0,BENIGN
562,8750,0,BENIGN
3982,3161,0,BENIGN
1738,9800,0,ANOMALY
905,1308,1,BENIGN
3555,6439,0,BENIGN
4491,5307,0,BENIGN
1727,3364,0,BENIGN
2924,1184,0,BENIGN
3532,6324,0,BENIGN
3907,6483,0,BENIGN
935,1245,0,BENIGN
75,9430,0,BENIGN
295,9183,0,BENIGN
21,6924,1,ANOMALY
3243,1519,0,BENIGN
1039,4907,0,BENIGN
4656,1276,0,BENIGN
1110,6101,0,BENIGN
3772,9797,0,BENIGN
372,5573,0,BENIGN
4914,5603,0,ANOMALY
1175,5053,0,BENIGN
1165,7812,0,BENIGN
1093,7073,0,BENIGN
1284,1141,1,BENIGN
2012,2717,0,BENIGN
846,8313,0,BENIGN
1992,6714,0,BENIGN
521,1399,0,ANOMALY
4467,5763,0,BENIGN
4197,7255,0,BENIGN
4757,1238,0,BENIGN
243,4215,0,BENIGN
2801,8541,0,BENIGN
4608,4647,0,BENIGN
2897,6408,0,BENIGN
2603,7340,0,BENIGN
2274,3429,0,BENIGN
1542,4652,0,BENIGN
2766,7307,0,BENIGN
2115,6140,0,BENIGN
4492,3878,0,BENIGN
4708,2535,0,BENIGN
3084,9727,0,ANOMALY
1858,7254,1,BENIGN
770,1948,0,BENIGN
1423,4941,0,BENIGN
407,7603,0,BENIGN
2973,9625,0,BENIGN
1873,2403,0,BENIGN
2695,8819,0,BENIGN
2270,4511,0,BENIGN
4750,3935,0,ANOMALY
1182,5878,0,BENIGN
1440,8506,0,ANOMALY
3054,8591,0,BENIGN
3334,6060,0,BENIGN
2898,4333,0,BENIGN
2904,2602,0,BENIGN
229,9420,0,BENIGN
3960,3196,0,BENIGN
1894,1110,0,BENIGN
1314,7023,0,BENIGN
1071,5159,0,BENIGN
975,4867,0,BENIGN
1739,8641,0,BENIGN
3286,6004,0,BENIGN
758,9204,0,BENIGN
3096,8077,0,BENIGN
321,4261,0,ANOMALY
2322,1662,0,BENIGN
556,9885,0,BENIGN
4940,4390,1,BENIGN
1387,4018,0,BENIGN
4764,2902,0,BENIGN
3048,5171,0,BENIGN
2428,1328,0,BENIGN
2005,7295,0,BENIGN
1931,4846,1,BENIGN
4842,1224,0,BENIGN
4771,3520,0,BENIGN
2164,9064,0,BENIGN
3868,4714,0,BENIGN
2427,3407,0,BENIGN
3794,7683,0,BENIGN
2514,1810,0,BENIGN
3804,7752,0,BENIGN
2328,4117,0,BENIGN
618,5773,0,BENIGN
2166,4290,0,BENIGN
3309,3251,0,BENIGN
993,5661,0,BENIGN
1378,5606,0,BENIGN
4382,7421,0,BENIGN
3175,4052,0,BENIGN
4783,9207,0,BENIGN
1306,5451,0,BENIGN
4834,5925,0,BENIGN
3079,3646,0,BENIGN
2687,3906,0,BENIGN
2984,2746,0,BENIGN
2524,5309,0,BENIGN
3583,1448,0,BENIGN
1486,4012,1,BENIGN
2101,2568,0,BENIGN
4582,4491,0,BENIGN
3716,8310,0,BENIGN
2002,7883,0,BENIGN
1388,6984,0,BENIGN
3184,8088,0,BENIGN
1031,5768,0,BENIGN
1766,2064,0,BENIGN
4764,4821,0,BENIGN
1221,9759,0,BENIGN
4931,2436,0,BENIGN
4972,7097,0,BENIGN
3807,3483,0,BENIGN
2415,8719,0,BENIGN
4346,5800,0,BENIGN
1619,7382,0,ANOMALY
1264,5829,0,BENIGN
872,7153,0,BENIGN
835,3794,0,ANOMALY
2823,8612,0,BENIGN
919,2097,0,BENIGN
1725,2638,0,ANOMALY
2414,9455,0,ANOMALY
1314,1160,0,BENIGN
4499,6906,0,BENIGN
2106,9502,0,BENIGN
2569,9418,0,BENIGN
1139,9464,0,BENIGN
210,8081,0,BENIGN
1065,5412,0,BENIGN
4912,4157,0,BENIGN
2221,3338,0,BENIGN
234,6588,0,BENIGN
793,2601,0,BENIGN
3111,6888,0,BENIGN
2167,4718,0,BENIGN
335,6546,0,BENIGN
1360,2925,0,BENIGN
1215,9758,1,ANOMALY
4420,3915,0,ANOMALY
284,7898,1,BENIGN
213,9443,0,BENIGN
1659,6652,0,BENIGN
4079,4501,0,BENIGN
4848,8274,0,BENIGN
1418,2602,0,ANOMALY
2387,8359,0,BENIGN
1795,1513,1,BENIGN
105,9633,0,BENIGN
4866,9192,0,BENIGN
3894,7501,0,BENIGN
3846,1902,0,BENIGN
3691,6719,0,ANOMALY
3293,9148,0,BENIGN
379,3321,0,BENIGN
3294,1855,0,BENIGN
3330,2017,0,BENIGN
4809,6279,0,BENIGN
3439,8712,0,BENIGN
225,5680,1,BENIGN
738,8072,0,BENIGN
236,7624,0,BENIGN
4279,1195,0,BENIGN
712,5694,0,BENIGN
1889,5651,0,BENIGN
4719,7991,0,BENIGN
1260,3697,0,BENIGN
749,2057,0,BENIGN
3987,6207,0,BENIGN
3552,3792,0,BENIGN
510,1420,0,BENIGN
1824,3814,0,BENIGN
4881,3840,0,BENIGN
2942,2031,0,BENIGN
4233,8639,0,BENIGN
2135,2491,0,BENIGN
1778,5975,0,BENIGN
1223,5947,1,BENIGN
3668,1509,0,BENIGN
1778,2859,0,BENIGN
1305,6061,0,BENIGN
4860,2858,0,BENIGN
702,6607,0,BENIGN
2990,3065,0,BENIGN
152,3966,0,BENIGN
1326,7773,0,BENIGN
1302,8892,0,BENIGN
3723,5442,0,BENIGN
1712,4204,0,BENIGN
807,1575,0,BENIGN
4331,1198,0,ANOMALY
2723,8423,1,ANOMALY
4657,2365,0,BENIGN
1326,8834,0,BENIGN
4134,2998,1,ANOMALY
1160,6350,0,BENIGN
2870,7444,0,BENIGN
4517,2016,0,BENIGN
1243,4618,0,BENIGN
348,1025,0,BENIGN
1832,4724,0,ANOMALY
1570,4458,0,BENIGN
3936,7593,0,ANOMALY
1919,9662,0,BENIGN
3233,8280,0,BENIGN
3759,9069,0,BENIGN
2356,5746,0,BENIGN
1398,8589,0,BENIGN
2781,7978,0,BENIGN
1825,4041,0,BENIGN
2492,8765,0,ANOMALY
4061,6404,0,BENIGN
405,1571,0,BENIGN
1722,9796,0,BENIGN
2826,5980,1,BENIGN
3846,9573,0,BENIGN
4211,2236,1,BENIGN
3193,3380,0,BENIGN
65,8177,0,BENIGN
1300,2517,0,BENIGN
4921,2533,0,BENIGN
1416,6887,0,BENIGN
3594,8859,0,BENIGN
969,4489,0,BENIGN
369,5642,0,ANOMALY
233,3150,0,BENIGN
2243,6319,0,BENIGN
3084,4766,0,BENIGN
921,5960,1,BENIGN
689,7061,0,BENIGN
4273,6857,0,BENIGN
1470,5487,0,BENIGN
4726,8750,0,BENIGN
4260,2077,0,BENIGN
3623,2300,0,BENIGN
2101,7649,0,BENIGN
2266,8181,0,BENIGN
3790,9138,0,BENIGN
824,3529,0,BENIGN
3432,4260,0,BENIGN
4152,1363,0,BENIGN
4214,1845,0,BENIGN
798,4032,0,BENIGN
780,2327,0,BENIGN
2851,9583,0,BENIGN
2893,4255,0,BENIGN
1894,6136,0,BENIGN
3307,8108,0,ANOMALY
2903,4237,0,BENIGN
4804,6668,0,BENIGN
3719,7312,0,BENIGN
22,9956,0,BENIGN
1501,6465,0,BENIGN
843,1498,0,BENIGN
1761,7062,0,ANOMALY
3642,3944,0,BENIGN
192,8952,0,BENIGN
396,6856,0,BENIGN
4663,8838,0,BENIGN
4327,7077,0,BENIGN
874,1135,0,BENIGN
2622,5033,0,ANOMALY
4336,7700,0,BENIGN
90,5113,0,BENIGN
2280,7546,0,BENIGN
457,9396,0,BENIGN
2281,5594,0,BENIGN
4450,1561,0,BENIGN
1005,6400,0,BENIGN
4535,8333,0,BENIGN
345,4314,1,BENIGN
2712,4960,0,BENIGN
4753,3211,0,BENIGN
2463,3371,0,BENIGN
1117,7974,1,BENIGN
626,3681,0,BENIGN
4380,3806,0,BENIGN
1980,3255,0,BENIGN
3995,7382,0,BENIGN
1679,5899,0,BENIGN
223,4159,0,ANOMALY
744,6656,0,BENIGN
463,2452,0,BENIGN
1569,3322,0,BENIGN
3348,8097,0,BENIGN
1737,2768,0,BENIGN
4040,7096,0,BENIGN
3952,6185,0,BENIGN
665,2169,0,BENIGN
1357,5710,0,BENIGN
1015,7590,0,BENIGN
2133,1386,0,BENIGN
2669,3430,0,BENIGN
1055,2405,0,BENIGN
1765,1123,0,BENIGN
4459,4997,0,BENIGN
2870,6909,0,BENIGN
1413,4896,0,BENIGN
668,9066,0,BENIGN
3371,1727,0,BENIGN
1395,8039,0,ANOMALY
99,8715,0,BENIGN
4071,4670,0,BENIGN
422,2141,0,BENIGN
3651,5031,0,BENIGN
4158,9550,0,ANOMALY
1133,4742,0,BENIGN
1703,3844,0,BENIGN
3621,3211,0,BENIGN
3191,1972,0,BENIGN
598,1360,0,BENIGN
392,3632,1,BENIGN
1076,4190,0,BENIGN
2651,5948,0,BENIGN
2385,2624,0,BENIGN
810,2756,0,ANOMALY
3310,8818,0,BENIGN
3739,6119,0,BENIGN
1160,7026,0,BENIGN
1532,9432,0,BENIGN
4977,7975,0,BENIGN
2683,1975,0,BENIGN
254,5318,0,BENIGN
3549,6923,0,ANOMALY
3186,3313,0,BENIGN
1232,1787,1,BENIGN
2424,3428,0,BENIGN
3576,9747,0,BENIGN
4262,7664,0,BENIGN
1574,8483,0,BENIGN
2909,2363,0,BENIGN
4713,4959,0,BENIGN
1626,9781,0,BENIGN
3999,2749,0,BENIGN
3884,7671,0,BENIGN
3516,1540,0,BENIGN
3404,8634,0,BENIGN
4599,9482,0,BENIGN
4681,4935,0,BENIGN
1959,4958,0,BENIGN
4010,4859,0,BENIGN
2736,9050,0,BENIGN
4492,6331,0,BENIGN
3175,9199,1,BENIGN
402,2657,0,BENIGN
975,7185,0,BENIGN
224,5428,0,BENIGN
4614,8237,1,BENIGN
236,2039,0,BENIGN
3499,3116,0,ANOMALY
4212,9876,0,BENIGN
3235,5018,1,BENIGN
226,8546,1,BENIGN
2278,2824,0,BENIGN
4278,4534,0,BENIGN
1342,7670,0,BENIGN
4037,9254,0,BENIGN
210,9452,0,BENIGN
3728,4571,0,BENIGN
3929,4192,0,BENIGN
4990,5953,0,BENIGN
2804,5275,0,BENIGN
1110,1354,0,BENIGN
2027,6029,0,BENIGN
394,3774,0,BENIGN
844,1588,0,BENIGN
1525,1604,0,BENIGN
604,9365,0,BENIGN
582,1353,0,BENIGN
1940,6434,0,ANOMALY
133,1433,0,BENIGN
2839,9450,0,BENIGN
3386,1867,0,BENIGN
3771,9787,0,ANOMALY
2269,6764,0,BENIGN
976,1393,0,BENIGN
1814,4754,1,BENIGN
3264,5370,0,BENIGN
1544,5521,0,BENIGN
2836,8699,0,BENIGN
2739,5578,0,BENIGN
1358,9405,0,BENIGN
4135,3126,0,BENIGN
1317,9330,0,BENIGN
162,5193,0,BENIGN
1910,4960,0,ANOMALY
1128,1663,0,BENIGN
3871,3832,0,BENIGN
1659,5574,0,BENIGN
3126,7371,0,BENIGN
1964,8624,0,ANOMALY
2290,7292,0,BENIGN
967,6177,0,ANOMALY
890,9353,0,BENIGN
3062,8006,0,BENIGN
3630,4178,0,ANOMALY
3190,6546,0,BENIGN
2749,5490,0,BENIGN
1667,5896,0,BENIGN
3067,1185,0,BENIGN
1442,5653,0,BENIGN
1068,2980,0,BENIGN
4224,5541,0,BENIGN
2924,8808,0,BENIGN
4254,1829,0,BENIGN
3857,4519,0,BENIGN
827,9008,0,BENIGN
4608,6909,0,BENIGN
3986,2225,1,BENIGN
2093,6774,0,BENIGN
3180,3844,0,BENIGN
4539,8347,0,BENIGN
3902,3733,0,BENIGN
2363,5420,0,BENIGN
2225,4996,0,BENIGN
1727,2688,0,BENIGN
2007,3447,0,BENIGN
267,1867,0,BENIGN
838,7952,0,BENIGN
4585,7084,0,BENIGN
4798,9431,0,BENIGN
687,6305,0,BENIGN
3362,9239,0,BENIGN
357,5049,0,BENIGN
3816,4457,0,BENIGN
872,4228,0,ANOMALY
1974,2248,0,BENIGN
4648,2167,0,BENIGN
1811,4490,0,BENIGN
4419,2897,0,BENIGN
2642,3179,0,BENIGN
2229,6955,0,ANOMALY
3392,3720,0,BENIGN
4179,2943,0,BENIGN
2351,6912,0,BENIGN
4358,8686,0,BENIGN
4880,4696,0,BENIGN
2740,3825,0,BENIGN
2731,9414,0,BENIGN
1319,2746,1,BENIGN
1536,1529,0,BENIGN
4785,7384,0,BENIGN
2444,9325,0,BENIGN
1773,5486,0,BENIGN
3210,1101,0,BENIGN
4935,4723,0,BENIGN
878,3728,0,ANOMALY
2871,3545,1,BENIGN
3201,3558,0,BENIGN
4145,7846,0,BENIGN
3748,1948,0,BENIGN
2837,5936,0,BENIGN
293,3053,0,ANOMALY
1652,1193,0,BENIGN
4632,9933,0,BENIGN
4407,8304,0,BENIGN
537,3959,0,BENIGN
2687,9174,0,BENIGN
234,3923,0,BENIGN
2653,4239,0,BENIGN
2375,4865,0,BENIGN
2273,9229,0,BENIGN
967,5566,1,BENIGN
890,7595,0,ANOMALY
3864,6609,0,BENIGN
3401,4213,0,BENIGN
35,6108,0,BENIGN
4543,2783,0,BENIGN
3524,9294,0,ANOMALY
1764,6830,0,BENIGN
3292,6831,0,BENIGN
2489,1041,0,BENIGN
2701,7209,0,BENIGN
1559,2061,0,BENIGN
4691,4689,0,BENIGN
2277,8595,0,ANOMALY
4007,7807,0,BENIGN
4440,4997,0,BENIGN
1104,1325,0,BENIGN
1420,8205,0,BENIGN
1479,2120,0,BENIGN
3915,1107,0,BENIGN
3743,7294,0,BENIGN
2957,6193,0,BENIGN
1383,8224,0,BENIGN
2575,9526,0,BENIGN
3385,3039,0,BENIGN
1570,1803,0,BENIGN
1895,1766,0,BENIGN
2244,4527,0,BENIGN
1867,3306,0,BENIGN
29,2488,0,BENIGN
706,5129,0,BENIGN
1021,3373,0,BENIGN
2064,4309,0,BENIGN
1447,7834,0,BENIGN
3665,6735,1,BENIGN
2988,5834,0,BENIGN
3603,7990,0,BENIGN
3686,4983,0,ANOMALY
3369,4768,0,BENIGN
3582,2504,0,ANOMALY
2763,7793,0,BENIGN
4038,3450,0,BENIGN
573,3033,0,BENIGN
4089,9002,0,BENIGN
615,7019,0,BENIGN
4051,2307,0,BENIGN
326,1975,0,BENIGN
3741,5939,0,BENIGN
359,4733,0,BENIGN
3778,9551,0,BENIGN
2372,3223,1,BENIGN
1722,1484,0,BENIGN
1350,2428,0,BENIGN
3697,3080,0,BENIGN
3897,1695,0,BENIGN
4261,7300,0,BENIGN
1597,5660,0,BENIGN
1628,1201,0,BENIGN
2503,9265,0,BENIGN
3809,9287,0,BENIGN
193,4477,1,BENIGN
2675,3202,0,BENIGN
3846,8490,0,BENIGN
2578,9449,0,BENIGN
92,7317,0,BENIGN
4235,5425,0,BENIGN
481,6350,0,BENIGN
2917,3806,0,BENIGN
4436,8163,0,BENIGN
1076,1185,0,BENIGN
2514,9070,0,BENIGN
799,9334,0,BENIGN
4571,8050,0,ANOMALY
3950,9831,0,BENIGN
605,3074,0,BENIGN
2980,8654,0,BENIGN
4917,1201,0,BENIGN
598,6710,0,BENIGN
1533,4165,0,BENIGN
514,3102,0,BENIGN
1878,2571,0,BENIGN
3973,6125,0,BENIGN
3844,7697,0,BENIGN
1700,6169,0,BENIGN
1030,3159,1,BENIGN
4596,2329,0,ANOMALY
717,4613,0,BENIGN
4087,9652,0,BENIGN
666,9998,0,BENIGN
2209,4699,0,BENIGN
1080,7027,0,BENIGN
228,3273,0,ANOMALY
149,9250,0,ANOMALY
1070,5823,0,BENIGN
4728,8075,0,BENIGN
1364,1497,0,BENIGN
4509,7959,0,BENIGN
1756,7210,0,BENIGN
520,8126,0,BENIGN
3545,4976,0,ANOMALY
2323,7420,0,BENIGN
1103,2607,0,BENIGN
598,9912,0,ANOMALY
3274,2274,0,BENIGN
4050,1690,0,BENIGN
2606,5023,0,BENIGN
2189,8247,0,BENIGN
4826,4437,0,BENIGN
589,3355,0,BENIGN
4473,6581,0,BENIGN
1408,1749,0,BENIGN
4847,4051,0,ANOMALY
4723,8763,0,BENIGN
3391,4564,0,BENIGN
3441,6758,0,BENIGN
1630,2704,0,BENIGN
995,7074,0,ANOMALY
4799,3377,0,BENIGN
2060,9019,0,BENIGN
4573,6274,0,BENIGN
2987,4231,0,BENIGN
401,7409,0,BENIGN
2856,3215,0,BENIGN
2225,7288,0,BENIGN
3413,7329,0,BENIGN
57,1885,0,BENIGN
1876,1864,0,ANOMALY
4544,7917,0,BENIGN
4299,4054,0,BENIGN
3769,9977,0,BENIGN
4834,9648,0,BENIGN
4298,9536,0,BENIGN
1354,1553,0,BENIGN
2411,6116,0,BENIGN
4988,8683,0,BENIGN
4312,1787,0,BENIGN
2603,9896,0,BENIGN
2935,5907,0,BENIGN
23,8190,0,BENIGN
2203,1814,0,BENIGN
1210,9335,0,BENIGN
2297,3777,0,BENIGN
749,4766,0,BENIGN
805,5958,0,BENIGN
134,4825,0,BENIGN
4417,2216,0,BENIGN
2438,5470,0,BENIGN
434,7772,0,ANOMALY
4969,8717,0,BENIGN
3672,9747,0,BENIGN
3737,1862,0,BENIGN
4040,7217,0,BENIGN
2099,6938,0,BENIGN
2918,3355,0,BENIGN
253,3395,0,BENIGN
4835,9667,0,BENIGN
1130,1524,0,BENIGN
3265,1561,0,BENIGN
302,9167,0,BENIGN
1978,9113,0,BENIGN
2764,8416,0,BENIGN
4006,5664,0,BENIGN
3242,2205,0,BENIGN
3058,3238,0,BENIGN
551,2160,0,BENIGN
1588,6239,0,BENIGN
1823,7974,0,BENIGN
3218,1071,0,ANOMALY
3497,1754,0,BENIGN
4410,8298,0,BENIGN
4280,7600,0,BENIGN
713,9152,0,BENIGN
2176,9243,0,BENIGN
4073,3621,0,BENIGN
3850,4190,0,BENIGN
2434,4948,1,BENIGN
3302,2287,0,BENIGN
271,6358,0,BENIGN
1795,8518,0,BENIGN
4907,8036,0,BENIGN
2463,5780,0,ANOMALY
4294,2772,0,BENIGN
3395,4902,0,BENIGN
1080,6726,0,BENIGN
2879,7200,1,BENIGN
4724,4138,0,ANOMALY
604,8213,0,BENIGN
1586,3416,0,BENIGN
3058,8051,0,BENIGN
3986,2584,0,BENIGN
4690,2046,0,BENIGN
1396,7984,0,BENIGN
3689,3165,0,BENIGN
600,6719,0,BENIGN
514,8222,0,BENIGN
1067,2176,0,BENIGN
2887,7411,0,ANOMALY
2654,9074,0,BENIGN
4906,4288,0,BENIGN
1089,2315,0,BENIGN
4386,1892,0,BENIGN
4865,6169,0,BENIGN
2515,9298,1,BENIGN
3970,4080,0,ANOMALY
3285,9936,0,BENIGN
4567,7466,0,ANOMALY
2197,9813,0,BENIGN
4184,6090,1,BENIGN
790,5240,0,BENIGN
3476,1411,0,BENIGN
3154,9305,0,BENIGN
1665,3446,0,BENIGN
1310,4346,0,ANOMALY
865,1085,0,BENIGN
3864,8749,0,BENIGN
3364,5142,0,BENIGN
3525,8087,0,BENIGN
3787,8368,0,BENIGN
24,6834,0,BENIGN
3004,1803,0,BENIGN
311,7719,0,BENIGN
1232,7085,0,BENIGN
3789,5182,0,BENIGN
2712,1264,0,BENIGN
4802,4093,0,BENIGN
422,5798,0,BENIGN
1774,9143,0,BENIGN
3569,1325,0,BENIGN
947,2206,0,BENIGN
1187,2440,0,BENIGN
1835,6184,0,ANOMALY
1565,9746,0,BENIGN
4945,6136,0,ANOMALY
1948,9140,0,BENIGN
1309,6819,0,BENIGN
2987,9069,0,BENIGN
387,3036,0,BENIGN
1162,6560,0,BENIGN
3259,4629,0,BENIGN
4812,9963,0,BENIGN
3934,6314,0,BENIGN
2848,3456,0,BENIGN
4522,9662,0,BENIGN
1440,2370,0,BENIGN
3443,8629,0,BENIGN
4481,9863,0,BENIGN
56,2174,0,BENIGN
3325,1110,0,BENIGN
106,4559,0,BENIGN
3202,7692,0,BENIGN
670,4233,0,BENIGN
4472,2472,0,BENIGN
743,5872,0,BENIGN
967,5753,1,BENIGN
308,2833,0,BENIGN
2139,6928,0,BENIGN
3465,9645,0,BENIGN
4898,7816,0,BENIGN
110,1740,1,BENIGN
3633,8256,0,BENIGN
4436,3380,0,BENIGN
1916,4680,0,BENIGN
4264,3401,0,BENIGN
557,8177,0,BENIGN
105,3006,0,BENIGN
2048,2409,0,BENIGN
146,2762,0,BENIGN
2764,1909,0,ANOMALY
874,1760,0,BENIGN
299,7638,0,BENIGN
3239,6612,0,ANOMALY
646,4240,0,BENIGN
4734,1530,0,BENIGN
3079,3560,0,BENIGN
2512,3177,0,ANOMALY
784,6103,0,ANOMALY
4993,8706,0,BENIGN
371,2537,0,BENIGN
487,3781,0,BENIGN
2038,1946,0,ANOMALY
3197,6257,0,BENIGN
1361,6097,0,ANOMALY
4288,3511,0,BENIGN
4826,3188,0,BENIGN
2262,7063,0,BENIGN
2622,1881,0,BENIGN
957,2847,0,BENIGN
381,7599,0,BENIGN
3650,2975,0,BENIGN
4894,7577,0,BENIGN
239,6726,0,BENIGN
1106,5568,0,BENIGN
1387,8163,0,BENIGN
2553,7582,0,ANOMALY
2250,9689,0,BENIGN
1528,3216,0,BENIGN
1668,6701,0,BENIGN
4133,9017,0,BENIGN
2692,3608,0,BENIGN
3673,5809,0,BENIGN
1997,7345,0,BENIGN
1426,1178,0,BENIGN
2813,8771,0,ANOMALY
3248,8971,0,BENIGN
2593,2929,0,BENIGN
1491,3548,0,BENIGN
1225,5834,0,BENIGN
2588,1111,0,BENIGN
3065,8948,0,ANOMALY
833,1714,0,BENIGN
4693,7034,0,BENIGN
2441,2381,1,ANOMALY
4796,4127,0,BENIGN
1647,8483,0,BENIGN
441,2208,0,BENIGN
1530,1036,0,BENIGN
2966,2828,0,BENIGN
2368,4341,0,BENIGN
3287,8006,0,BENIGN
4664,8675,0,BENIGN
4332,6347,0,BENIGN
1305,8890,0,BENIGN
3035,1809,0,BENIGN
3689,5118,0,BENIGN
3974,2526,0,ANOMALY
1186,1495,1,ANOMALY
3263,1424,0,BENIGN
2108,3747,0,BENIGN
1841,2982,0,BENIGN
4321,2468,0,BENIGN
2748,8728,0,BENIGN
4678,7770,0,BENIGN
4265,2233,0,BENIGN
3134,9756,0,BENIGN
3421,4019,0,BENIGN
1466,2304,0,BENIGN
4110,9034,0,BENIGN
2212,1132,0,BENIGN
2805,1448,0,BENIGN
1544,7407,0,BENIGN
1690,1849,0,BENIGN
1572,6357,0,BENIGN
4542,4962,0,BENIGN
3280,5854,0,BENIGN
3542,2539,0,BENIGN
4812,2899,0,BENIGN
3024,3944,0,BENIGN
819,5957,0,BENIGN
4522,6943,0,ANOMALY
1125,4244,0,BENIGN
4946,7336,0,BENIGN
1130,9706,0,BENIGN
1703,2591,0,BENIGN
2002,8953,0,BENIGN
3879,8855,0,BENIGN
4373,8795,0,BENIGN
1807,9275,0,BENIGN
2948,4742,0,BENIGN
3210,3127,0,BENIGN
2153,2601,0,BENIGN
4642,2222,0,ANOMALY
4206,6690,0,BENIGN
545,2842,0,BENIGN
2402,9058,0,BENIGN
4839,6565,0,BENIGN
2365,5488,0,BENIGN
1290,9200,0,BENIGN
3766,7950,0,ANOMALY
1876,9906,0,BENIGN
4429,2927,0,BENIGN
4688,9301,0,BENIGN
783,5929,0,BENIGN
540,9457,0,ANOMALY
2783,6492,0,BENIGN
2669,4223,0,BENIGN
4715,7127,0,BENIGN
3938,6071,0,BENIGN
2957,1954,0,BENIGN
3723,8050,0,BENIGN
3868,2574,0,BENIGN
1834,7668,0,BENIGN
2147,8095,0,BENIGN
2171,8720,0,BENIGN
3392,4255,0,BENIGN
1617,2058,0,BENIGN
4618,2957,0,BENIGN
917,7648,0,BENIGN
4813,5944,0,ANOMALY
2757,6058,1,BENIGN
1937,3519,0,BENIGN
4043,8913,0,BENIGN
3092,3570,0,BENIGN
4656,8450,0,ANOMALY
969,4887,0,ANOMALY
3365,8703,0,BENIGN
3204,7417,0,BENIGN
890,1744,0,BENIGN
793,7420,0,BENIGN
3459,4514,0,BENIGN
982,3930,0,BENIGN
3532,6537,0,BENIGN
3530,7713,0,BENIGN
802,1175,0,BENIGN
43,1565,0,BENIGN
3350,4217,0,BENIGN
1778,5357,0,BENIGN
3202,6973,0,BENIGN
350,6802,0,BENIGN
1568,8034,0,BENIGN
1130,1947,0,BENIGN
2960,9776,0,BENIGN
3788,4355,0,BENIGN
1781,6251,0,BENIGN
584,4191,0,BENIGN
4528,6847,0,BENIGN
3378,7716,0,BENIGN
3402,1531,0,BENIGN
3186,2231,0,BENIGN
2195,2697,0,BENIGN
1163,4370,0,BENIGN
299,2545,0,BENIGN
3348,2437,0,BENIGN
1940,9562,0,BENIGN
789,5504,0,BENIGN
4946,6502,0,BENIGN
2890,8608,0,BENIGN
1378,6997,0,ANOMALY
1950,6566,0,BENIGN
3273,8786,0,BENIGN
878,9808,0,BENIGN
3743,5166,0,BENIGN
1578,5014,0,BENIGN
3140,3256,0,ANOMALY
2493,5354,0,ANOMALY
2756,4310,0,ANOMALY
1904,8399,0,BENIGN
1383,1931,0,BENIGN
4241,3329,0,BENIGN
2323,1393,0,ANOMALY
2557,3465,0,BENIGN
1862,4277,0,BENIGN
1867,6430,0,BENIGN
4048,8002,0,BENIGN
3176,9817,0,BENIGN
1099,6988,1,ANOMALY
1735,8509,0,BENIGN
4664,6932,0,BENIGN
3417,3781,0,BENIGN
4627,2639,0,BENIGN
681,9973,0,BENIGN
2071,3274,0,BENIGN
4825,3480,0,BENIGN
1730,7799,0,BENIGN
2192,9547,0,BENIGN
668,5674,0,BENIGN
1613,4522,0,BENIGN
681,7104,0,BENIGN
973,6819,0,BENIGN
2847,1163,0,BENIGN
2133,7922,0,BENIGN
2464,4381,0,BENIGN
2530,3064,0,BENIGN
2504,7589,0,BENIGN
4923,8447,0,BENIGN
4393,4984,0,BENIGN
3184,4887,1,ANOMALY
4034,1339,0,BENIGN
3168,5821,0,BENIGN
2998,4781,0,BENIGN
3228,4590,0,ANOMALY
2153,6130,0,BENIGN
1729,8691,0,BENIGN
2025,8315,0,BENIGN
330,8733,1,BENIGN
2487,6049,0,BENIGN
1156,5704,0,BENIGN
1891,1638,0,BENIGN
4478,8709,0,BENIGN
2186,6143,0,BENIGN
4939,2224,0,BENIGN
2318,5245,0,BENIGN
3622,6423,0,BENIGN
4492,7607,0,BENIGN
2512,8407,0,BENIGN
450,9073,0,BENIGN
1355,9152,0,BENIGN
1294,9859,0,BENIGN
2466,6768,0,BENIGN
3103,3374,1,BENIGN
1850,5090,0,BENIGN
3176,2015,0,BENIGN
4282,1335,0,BENIGN
3200,1080,0,BENIGN
1234,3134,0,BENIGN
1438,1257,0,BENIGN
3353,1184,0,BENIGN
4031,7841,0,ANOMALY
253,1122,0,BENIGN
19,9056,0,BENIGN
2760,8263,0,BENIGN
223,5700,0,BENIGN
3,7658,1,BENIGN
1260,4514,0,BENIGN
4950,6633,0,BENIGN
4324,7077,0,BENIGN
4595,2394,0,BENIGN
2569,3352,0,BENIGN
1886,6961,0,BENIGN
